blfs-glad	chroot	4.3	0
blfs-libplacebo	chroot	54.9	0
blfs-ffmpeg	chroot	1310.6	0
blfs-luajit	chroot	86.8	0
blfs-uchardet	chroot	5.0	0
blfs-mpv	chroot	8.4	1
blfs-libxpresent	chroot	25.3	0
blfs-mpv	chroot	93.0	0
blfs-libnotify	chroot	2.3	0
blfs-libarchive	chroot	70.1	0
blfs-startup-notification	chroot	7.0	0
blfs-nspr	chroot	11.6	0
blfs-nss	chroot	1253.1	1
blfs-libnotify	chroot	3.9	0
blfs-nss	chroot	690.7	0
blfs-libevent	chroot	52.4	127
blfs-libevent	chroot	38.2	0
blfs-firefox	chroot	0.1	1
blfs-firefox	chroot	64.8	1
blfs-firefox	chroot	62.3	1
ch08-binutils	chroot	28.9	2
ch08-binutils	chroot	906.1	0
blfs-firefox	chroot	74.6	1
blfs-libxdamage	chroot	7.3	0
blfs-firefox	chroot	11821.2	0
blfs-libaio	chroot	1.4	0
blfs-json-c	chroot	12.3	0
blfs-popt	chroot	7.9	0
blfs-lvm2	chroot	74.3	0
blfs-cryptsetup	chroot	32.6	0
blfs-fuse	chroot	28.0	0
blfs-sshfs	chroot	4.7	0
blfs-wireguard-tools	chroot	3.3	0
ch10-kernel	chroot	1926.5	0
ch10-kernel	chroot	1915.9	0
ch09-network	chroot	0.0	0
ch09-locale	chroot	0.0	0
ch09-console	chroot	0.0	0
ch09-network	chroot	0.1	0
blfs-go	chroot	532.5	0
blfs-tailscale	chroot	263.6	0
blfs-duktape	chroot	36.2	0
blfs-polkit	chroot	3.3	1
blfs-polkit	chroot	0.1	9
blfs-polkit	chroot	2.4	1
blfs-polkit	chroot	16.6	0
blfs-libnl	chroot	83.1	0
blfs-wpa_supplicant	chroot	52.0	0
blfs-libndp	chroot	9.6	0
blfs-networkmanager	chroot	9.0	1
blfs-networkmanager	chroot	7.4	1
blfs-networkmanager	chroot	404.3	0
blfs-upower	chroot	13.0	0
blfs-thermald	chroot	55.9	0
ch08-shadow	chroot	66.2	0
blfs-openssh	chroot	218.1	0
blfs-jansson	chroot	18.9	0
blfs-libtiff	chroot	52.5	0
blfs-gnutls	chroot	573.8	0
blfs-emacs	chroot	49.7	2
blfs-emacs	chroot	319.3	0
blfs-screen	chroot	42.7	0
blfs-sshd-unit	chroot	2.2	0
blfs-iptables-unit	chroot	2.0	0
blfs-authorized-keys-john	chroot	2.0	0
blfs-adduser-john	chroot	0.1	9
blfs-adduser-john	chroot	1.2	0
blfs-lfsmaint	chroot	0.8	0
ch08-binutils	chroot	836.5	0
blfs-claude-code	chroot	11.2	0
ch07-kernfs	root-host	0.1	0
blfs-linux-firmware-iwlwifi-8260	chroot	15.1	6
blfs-linux-firmware-iwlwifi-8260	chroot	1.6	0
blfs-linux-firmware-i915-dmc	chroot	0.9	0
blfs-laptop-network-manager-only	chroot	0.5	0
blfs-usbutils	chroot	5.8	0
blfs-xkbcomp	native	5.9	0
blfs-dejavu-fonts	native	3.0	0
blfs-jetbrains-mono-fonts	native	2.6	0
blfs-alacritty	native	223.4	0
blfs-wofi	native	3.5	1
blfs-gtk3	native	264.3	0
blfs-wofi	native	5.1	0
blfs-htop	native	24.0	0
blfs-qt6	native	6639.1	-9
blfs-gmmlib	native	65.4	0
blfs-intel-media-driver	native	2351.4	0
blfs-iso-codes	native	8.1	0
blfs-graphene	native	12.5	0
blfs-libsigc++3	native	32.7	0
blfs-glibmm2	native	177.6	0
blfs-cairomm	native	1.9	1
blfs-cairomm	native	13.5	0
blfs-pangomm2	native	20.7	0
blfs-gtk4	native	109.6	1
blfs-libxinerama	native	5.7	0
blfs-gtk4	native	106.5	1
blfs-gtk4	native	1834.6	1
blfs-gtk4	native	1835.2	1
blfs-gtk4	native	1818.3	1
blfs-gtk4	native	1945.9	1
blfs-gtk4	native	1790.1	0
blfs-gtkmm4	native	402.2	1
blfs-gtkmm4	native	400.3	0
blfs-json-glib	native	25.4	0
blfs-pulseaudio	native	52.6	0
blfs-pavucontrol	native	29.6	0
blfs-libgpg-error	native	20.2	0
blfs-libgcrypt	native	73.7	0
blfs-libassuan	native	14.5	0
blfs-libksba	native	17.0	0
blfs-npth	native	6.1	0
blfs-openldap	native	0.2	2
blfs-openldap	native	63.3	0
blfs-pinentry	native	14.1	0
blfs-gnupg	native	171.8	0
blfs-tree	native	2.4	0
blfs-pass	native	0.6	0
blfs-libical	native	5.7	2
blfs-libical	native	55.0	0
blfs-bluez	native	114.2	0
ch10-kernel	native	1867.5	0
blfs-qt6	native	7.1	1
blfs-qt6	native	60.3	1
blfs-qt6	native	294.9	1
blfs-qt6	native	8.2	1
blfs-qt6	native	70.7	1
blfs-pipewire	native	319.1	0
ch10-kernel	native	1381.9	0
blfs-sbc	native	5.7	0
blfs-pipewire	native	281.4	0
blfs-hicolor-icon-theme	native	2.4	0
blfs-adwaita-icon-theme	native	2.2	0
blfs-linux-firmware-intel-bluetooth	native	1.3	0
blfs-wireless-regdb	native	1.2	0
blfs-oath-toolkit	native	118.5	0
blfs-pass-otp	native	1.4	0
blfs-intel-microcode	native	6.2	0
ch10-kernel	native	1331.3	0
blfs-noto-sans-symbols2-fonts	native	3.9	0
blfs-noto-sans-symbols2-fonts	native	3.7	0
ch10-kernel	native	1587.1	0
blfs-thermald	native	50.5	0
blfs-hunspell	native	35.9	0
blfs-hunspell-en-us	native	0.7	0
blfs-enchant	native	42.7	0
